formula,MUC,time(ms)
pltl-12-0-56-3-0-200009.alaska
O1formula6.alaska,"['(false R c)', '(X (! c))']",0
pltl-5-0-30-3-0-200002.alaska,['(false R (((X (! p3)) | (X (! p4))) | (X p5)))'],60
pltl-5-0-25-3-0-200006.alaska,['(false R (((X p3) | (X p5)) | (X p4)))'],40
lift_f_5.alaska,"['f0', '(false R (((((((! u) | (((((((! f0) | (X f0)) & ((N (! f0)) | f0)) & (((! f1) | (X f1)) & ((N (! f1)) | f1))) & (((! f2) | (X f2)) & ((N (! f2)) | f2))) & (((! f3) | (X f3)) & ((N (! f3)) | f3))) & (((! f4) | (X f4)) & ((N (! f4)) | f4)))) & ((! f0) | (X (f0 | f1)))) & ((! f1) | (X ((f0 | f1) | f2)))) & ((! f2) | (X ((f1 | f2) | f3)))) & ((! f3) | (X ((f2 | f3) | f4)))) & ((! f4) | (X (f3 | f4)))))']",310
pltl-12-0-24-3-0-200000.alaska,['(false R (((X (! p7)) | (X p11)) | (X p4)))'],80
pltl-12-0-48-3-0-200006.alaska
pltl-5-0-30-3-0-200004.alaska,['(false R (((X p1) | (X p5)) | (X p3)))'],60
unsat113.txt,"['(((h & (X (! p))) | (true U (m & (X p)))) | (true U ((p & (X p)) & (X (X h)))))', '(false R (((! p) | (N (! p))) | (X (X (! h)))))', '(false R ((! h) | (X p)))', '(false R ((! m) | (X (! p))))']",0
unsat26.txt,"['(false R ((! r) | (false R (! s))))', '(false R ((! q) | s))', '(true U (((p & (! q)) & (! r)) & (X ((q & (r | (! s))) | ((! q) & r)))))', '(false R ((! p) | (true U q)))']",0
pltl-12-0-61-3-0-200005.alaska
unsat63.txt,"['(false R ((! call) | (true U open)))', '(call U (call & (false R (! open))))']",0
pltl-5-0-40-3-0-200006.alaska,['(false R (((X (! p1)) | (X p3)) | (X p2)))'],90
pltl-12-0-7-3-0-200002.alaska,['(false R (((X (! p7)) | (X (! p2))) | (X (! p8))))'],10
pltl-5-0-13-3-0-200009.alaska,['(false R (((X (! p1)) | (X p4)) | (X (! p2))))'],0
lift_f_7.alaska,"['f0', '(false R (((((((((! u) | (((((((((! f0) | (X f0)) & ((N (! f0)) | f0)) & (((! f1) | (X f1)) & ((N (! f1)) | f1))) & (((! f2) | (X f2)) & ((N (! f2)) | f2))) & (((! f3) | (X f3)) & ((N (! f3)) | f3))) & (((! f4) | (X f4)) & ((N (! f4)) | f4))) & (((! f5) | (X f5)) & ((N (! f5)) | f5))) & (((! f6) | (X f6)) & ((N (! f6)) | f6)))) & ((! f0) | (X (f0 | f1)))) & ((! f1) | (X ((f0 | f1) | f2)))) & ((! f2) | (X ((f1 | f2) | f3)))) & ((! f3) | (X ((f2 | f3) | f4)))) & ((! f4) | (X ((f3 | f4) | f5)))) & ((! f5) | (X ((f4 | f5) | f6)))) & ((! f6) | (X (f5 | f6)))))']",4580
pltl-12-0-26-3-0-200001.alaska,['(false R (((X p5) | (X (! p7))) | (X p9)))'],50
pltl-12-0-45-3-0-200000.alaska,['(false R (((X p7) | (X (! p6))) | (X p9)))'],290
pltl-5-0-23-3-0-200005.alaska,['(false R (((X p4) | (X (! p2))) | (X (! p3))))'],30
pltl-5-0-15-3-0-200006.alaska,['(false R (((X p4) | (X p2)) | (X p1)))'],10
unsat34.txt,"['(X (X ((! m) & (false R (! l)))))', '(false R (p | ((! m) & (X l))))', '(false R ((l | (! p)) | m))']",0
pltl-12-0-16-3-0-200006.alaska,['(false R (((X (! p3)) | (X p2)) | (X p8)))'],30
unsat168.txt,"['(false R ((! p) | (s R (q | s))))', '(X ((q & (! r)) | (p & ((! s) U ((! q) & (! s))))))', '(false R ((! q) | r))']",0
pltl-12-0-61-3-0-200006.alaska
pltl-12-0-38-3-0-200004.alaska,['(false R (((X (! p4)) | (X (! p2))) | (X (! p11))))'],180
counter14.alaska
pltl-12-0-84-3-0-200005.alaska
lift_b_f_4.alaska,['(false R ((((((! u) | ((((! bf0) | (X bf0)) & ((N (! bf0)) | bf0)) & (((! bf1) | (X bf1)) & ((N (! bf1)) | bf1)))) & ((bf0 | bf1) | (X (((! bf0) & (! bf1)) | (bf0 & (! bf1)))))) & (((! bf0) | bf1) | (X ((((! bf0) & (! bf1)) | (bf0 & (! bf1))) | ((! bf0) & bf1))))) & ((bf0 | (! bf1)) | (X (((bf0 & (! bf1)) | ((! bf0) & bf1)) | (bf0 & bf1))))) & (((! bf0) | (! bf1)) | (X (((! bf0) & bf1) | (bf0 & bf1))))))'],210
unsat116.txt,"['(false R ((! r_0) | (true U g_0)))', '(false R ((! r_1) | (true U g_1)))', '(false R (true U (! r_m)))', '(false R ((! g_0) | (! g_1)))', '(true U (false R ((X (r_m & (X (g_0 | r_m)))) R ((X (r_m & (X (g_0 | r_m)))) | (((r_0 & r_1) | (false R (r_m & (X false)))) R (((g_0 & r_m) | (r_0 & r_1)) | (false R (r_m & (X false)))))))))']",10
O2formula300.alaska
pltl-5-0-2-3-0-200004.alaska,['(false R (((X (! p3)) | (X (! p4))) | (X (! p1))))'],0
unsat175.txt,"['(false R ((! p) | (s R (q | s))))', '(false R ((! q) | r))', '((p & ((! s) U ((! q) & (! s)))) | (true U (q & (! r))))']",0
pltl-12-0-6-3-0-200007.alaska,['(false R (((X p12) | (X p4)) | (X p5)))'],0
lift_b_f_16.alaska
unsat147.txt,"['(false R ((! q) | p))', '((p & (false R (! q))) | (false R ((! p) & (true U q))))', '(false R ((! p) | (true U q)))']",0
pltl-12-0-11-3-0-200004.alaska,['(false R (((X p1) | (X p11)) | (X (! p7))))'],10
lift_b_f_l_9.alaska
pltl-5-0-4-3-0-200003.alaska,['(false R (((X (! p5)) | (X (! p2))) | (X (! p1))))'],0
pltl-12-0-90-3-0-200008.alaska,['(false R (((X p9) | (X p6)) | (X (! p8))))'],1660
pltl-5-0-13-3-0-200008.alaska,['(false R (((X p1) | (X p2)) | (X (! p5))))'],0
unsat72.txt,"['(false R (((! c) | n) | (! d)))', '(false R ((((! c) | (! m)) | (! n)) | d))', '(true U ((((! h) & i) R (((! h) & i) | ((true U (((a & c) & (! d)) & n)) & (true U a)))) R ((true U ((c & d) & (! n))) | (((! h) & i) R (((! h) & i) | ((true U (((a & c) & (! d)) & n)) & (true U a)))))))', '(false R ((! a) | m))', '(false R (h | (! n)))', '(false R (n | (! i)))']",0
pltl-12-0-19-3-0-200005.alaska,['(false R (((X (! p11)) | (X p8)) | (X p6)))'],40
lift_b_14.alaska,"['(false R ((((((((((((((((! u) | ((((((! bf0) | (X bf0)) & ((N (! bf0)) | bf0)) & (((! bf1) | (X bf1)) & ((N (! bf1)) | bf1))) & (((! bf2) | (X bf2)) & ((N (! bf2)) | bf2))) & (((! bf3) | (X bf3)) & ((N (! bf3)) | bf3)))) & ((((bf0 | bf1) | bf2) | bf3) | (X (((((! bf0) & (! bf1)) & (! bf2)) & (! bf3)) | (((bf0 & (! bf1)) & (! bf2)) & (! bf3)))))) & (((((! bf0) | bf1) | bf2) | bf3) | (X ((((((! bf0) & (! bf1)) & (! bf2)) & (! bf3)) | (((bf0 & (! bf1)) & (! bf2)) & (! bf3))) | ((((! bf0) & bf1) & (! bf2)) & (! bf3)))))) & ((((bf0 | (! bf1)) | bf2) | bf3) | (X (((((bf0 & (! bf1)) & (! bf2)) & (! bf3)) | ((((! bf0) & bf1) & (! bf2)) & (! bf3))) | (((bf0 & bf1) & (! bf2)) & (! bf3)))))) & (((((! bf0) | (! bf1)) | bf2) | bf3) | (X ((((((! bf0) & bf1) & (! bf2)) & (! bf3)) | (((bf0 & bf1) & (! bf2)) & (! bf3))) | ((((! bf0) & (! bf1)) & bf2) & (! bf3)))))) & ((((bf0 | bf1) | (! bf2)) | bf3) | (X (((((bf0 & bf1) & (! bf2)) & (! bf3)) | ((((! bf0) & (! bf1)) & bf2) & (! bf3))) | (((bf0 & (! bf1)) & bf2) & (! bf3)))))) & (((((! bf0) | bf1) | (! bf2)) | bf3) | (X ((((((! bf0) & (! bf1)) & bf2) & (! bf3)) | (((bf0 & (! bf1)) & bf2) & (! bf3))) | ((((! bf0) & bf1) & bf2) & (! bf3)))))) & ((((bf0 | (! bf1)) | (! bf2)) | bf3) | (X (((((bf0 & (! bf1)) & bf2) & (! bf3)) | ((((! bf0) & bf1) & bf2) & (! bf3))) | (((bf0 & bf1) & bf2) & (! bf3)))))) & (((((! bf0) | (! bf1)) | (! bf2)) | bf3) | (X ((((((! bf0) & bf1) & bf2) & (! bf3)) | (((bf0 & bf1) & bf2) & (! bf3))) | ((((! bf0) & (! bf1)) & (! bf2)) & bf3))))) & ((((bf0 | bf1) | bf2) | (! bf3)) | (X (((((bf0 & bf1) & bf2) & (! bf3)) | ((((! bf0) & (! bf1)) & (! bf2)) & bf3)) | (((bf0 & (! bf1)) & (! bf2)) & bf3))))) & (((((! bf0) | bf1) | bf2) | (! bf3)) | (X ((((((! bf0) & (! bf1)) & (! bf2)) & bf3) | (((bf0 & (! bf1)) & (! bf2)) & bf3)) | ((((! bf0) & bf1) & (! bf2)) & bf3))))) & ((((bf0 | (! bf1)) | bf2) | (! bf3)) | (X (((((bf0 & (! bf1)) & (! bf2)) & bf3) | ((((! bf0) & bf1) & (! bf2)) & bf3)) | (((bf0 & bf1) & (! bf2)) & bf3))))) & (((((! bf0) | (! bf1)) | bf2) | (! bf3)) | (X ((((((! bf0) & bf1) & (! bf2)) & bf3) | (((bf0 & bf1) & (! bf2)) & bf3)) | ((((! bf0) & (! bf1)) & bf2) & bf3))))) & ((((bf0 | bf1) | (! bf2)) | (! bf3)) | (X (((((bf0 & bf1) & (! bf2)) & bf3) | ((((! bf0) & (! bf1)) & bf2) & bf3)) | (((bf0 & (! bf1)) & bf2) & bf3))))) & (((((! bf0) | bf1) | (! bf2)) | (! bf3)) | (X (((((! bf0) & (! bf1)) & bf2) & bf3) | (((bf0 & (! bf1)) & bf2) & bf3))))))', '(! bf3)']",5800
unsat215.txt,"['((true U (delivered & (send R (! ack)))) | (send & (ack R (! delivered))))', '(false R ((! send) | ((! ack) U delivered)))', '(false R ((! delivered) | ((! send) U ack)))']",0
unsat24.txt,"['(false R ((! r) | (false R (! s))))', '(false R ((! q) | s))', '(true U (((((! p) & (! q)) & r) & (! s)) & (X ((p | q) | s))))', '(false R ((! p) | (true U q)))']",0
pltl-5-0-23-3-0-200000.alaska,['(false R (((X p5) | (X p3)) | (X p2)))'],30
lift_b_l_5.alaska,"['(false R ((((((! b0) | (true U (((! bf0) & (! bf1)) & (! bf2)))) & ((! b1) | (true U ((bf0 & (! bf1)) & (! bf2))))) & ((! b2) | (true U (((! bf0) & bf1) & (! bf2))))) & ((! b3) | (true U ((bf0 & bf1) & (! bf2))))) & ((! b4) | (true U (((! bf0) & (! bf1)) & bf2)))))', '(false R (true U b3))', '(false R (true U b0))']",2690
pltl-12-0-39-3-0-200007.alaska,['(false R (((X (! p10)) | (X p4)) | (X (! p2))))'],200
pltl-12-0-30-3-0-200004.alaska,['(false R (((X p6) | (X (! p1))) | (X p3)))'],100
pltl-12-0-26-3-0-200005.alaska,['(false R (((X p3) | (X p8)) | (X (! p4))))'],80
pltl-12-0-90-3-0-200003.alaska,['(false R (((X p5) | (X (! p10))) | (X p6)))'],1630
pltl-5-0-3-3-0-200001.alaska,['(false R (((X (! p3)) | (X p1)) | (X p5)))'],0
unsat16.txt,"['(false R ((! r) | (false R (! s))))', '(false R (true U (r & (false R p))))', '(false R ((! q) | s))', '(false R ((! p) | (true U q)))']",0
lift_b_l_18.alaska,"['(false R (((((((((((((((((((u | ((((((((((((((((((((! b0) | (X b0)) & ((N (! b0)) | b0)) & (((! b1) | (X b1)) & ((N (! b1)) | b1))) & (((! b2) | (X b2)) & ((N (! b2)) | b2))) & (((! b3) | (X b3)) & ((N (! b3)) | b3))) & (((! b4) | (X b4)) & ((N (! b4)) | b4))) & (((! b5) | (X b5)) & ((N (! b5)) | b5))) & (((! b6) | (X b6)) & ((N (! b6)) | b6))) & (((! b7) | (X b7)) & ((N (! b7)) | b7))) & (((! b8) | (X b8)) & ((N (! b8)) | b8))) & (((! b9) | (X b9)) & ((N (! b9)) | b9))) & (((! b10) | (X b10)) & ((N (! b10)) | b10))) & (((! b11) | (X b11)) & ((N (! b11)) | b11))) & (((! b12) | (X b12)) & ((N (! b12)) | b12))) & (((! b13) | (X b13)) & ((N (! b13)) | b13))) & (((! b14) | (X b14)) & ((N (! b14)) | b14))) & (((! b15) | (X b15)) & ((N (! b15)) | b15))) & (((! b16) | (X b16)) & ((N (! b16)) | b16))) & (((! b17) | (X b17)) & ((N (! b17)) | b17)))) & (((! b0) | (((((! bf0) & (! bf1)) & (! bf2)) & (! bf3)) & (! bf4))) | (X b0))) & (((! b1) | ((((bf0 & (! bf1)) & (! bf2)) & (! bf3)) & (! bf4))) | (X b1))) & (((! b2) | (((((! bf0) & bf1) & (! bf2)) & (! bf3)) & (! bf4))) | (X b2))) & (((! b3) | ((((bf0 & bf1) & (! bf2)) & (! bf3)) & (! bf4))) | (X b3))) & (((! b4) | (((((! bf0) & (! bf1)) & bf2) & (! bf3)) & (! bf4))) | (X b4))) & (((! b5) | ((((bf0 & (! bf1)) & bf2) & (! bf3)) & (! bf4))) | (X b5))) & (((! b6) | (((((! bf0) & bf1) & bf2) & (! bf3)) & (! bf4))) | (X b6))) & (((! b7) | ((((bf0 & bf1) & bf2) & (! bf3)) & (! bf4))) | (X b7))) & (((! b8) | (((((! bf0) & (! bf1)) & (! bf2)) & bf3) & (! bf4))) | (X b8))) & (((! b9) | ((((bf0 & (! bf1)) & (! bf2)) & bf3) & (! bf4))) | (X b9))) & (((! b10) | (((((! bf0) & bf1) & (! bf2)) & bf3) & (! bf4))) | (X b10))) & (((! b11) | ((((bf0 & bf1) & (! bf2)) & bf3) & (! bf4))) | (X b11))) & (((! b12) | (((((! bf0) & (! bf1)) & bf2) & bf3) & (! bf4))) | (X b12))) & (((! b13) | ((((bf0 & (! bf1)) & bf2) & bf3) & (! bf4))) | (X b13))) & (((! b14) | (((((! bf0) & bf1) & bf2) & bf3) & (! bf4))) | (X b14))) & (((! b15) | ((((bf0 & bf1) & bf2) & bf3) & (! bf4))) | (X b15))) & (((! b16) | (((((! bf0) & (! bf1)) & (! bf2)) & (! bf3)) & bf4)) | (X b16))) & (((! b17) | ((((bf0 & (! bf1)) & (! bf2)) & (! bf3)) & bf4)) | (X b17))))', '(false R (true U b11))', '(false R (true U b4))']",79990
pltl-12-0-39-3-0-200009.alaska,['(false R (((X p5) | (X (! p1))) | (X (! p7))))'],200
lift_f_11.alaska,"['(false R (((((((((((((! u) | (((((((((((((! f0) | (X f0)) & ((N (! f0)) | f0)) & (((! f1) | (X f1)) & ((N (! f1)) | f1))) & (((! f2) | (X f2)) & ((N (! f2)) | f2))) & (((! f3) | (X f3)) & ((N (! f3)) | f3))) & (((! f4) | (X f4)) & ((N (! f4)) | f4))) & (((! f5) | (X f5)) & ((N (! f5)) | f5))) & (((! f6) | (X f6)) & ((N (! f6)) | f6))) & (((! f7) | (X f7)) & ((N (! f7)) | f7))) & (((! f8) | (X f8)) & ((N (! f8)) | f8))) & (((! f9) | (X f9)) & ((N (! f9)) | f9))) & (((! f10) | (X f10)) & ((N (! f10)) | f10)))) & ((! f0) | (X (f0 | f1)))) & ((! f1) | (X ((f0 | f1) | f2)))) & ((! f2) | (X ((f1 | f2) | f3)))) & ((! f3) | (X ((f2 | f3) | f4)))) & ((! f4) | (X ((f3 | f4) | f5)))) & ((! f5) | (X ((f4 | f5) | f6)))) & ((! f6) | (X ((f5 | f6) | f7)))) & ((! f7) | (X ((f6 | f7) | f8)))) & ((! f8) | (X ((f7 | f8) | f9)))) & ((! f9) | (X ((f8 | f9) | f10)))) & ((! f10) | (X (f9 | f10)))))', 'f0']",30630
pltl-5-0-2-3-0-200000.alaska,['(false R (((X p3) | (X p5)) | (X p2)))'],0
pltl-5-0-10-3-0-200007.alaska,['(false R (((X (! p5)) | (X p4)) | (X p3)))'],0
pltl-5-0-18-3-0-200005.alaska,['(false R (((X (! p5)) | (X (! p4))) | (X p1)))'],10
counterCarryLinear5.alaska,"['a', '(false R ((! a) | (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X a)))))))))))']",20
pltl-12-0-4-3-0-200004.alaska,['(false R (((X p9) | (X p1)) | (X p6)))'],0
pltl-12-0-66-3-0-200003.alaska
pltl-12-0-42-3-0-200001.alaska,['(false R (((X p11) | (X p10)) | (X p2)))'],250
pltl-5-0-21-3-0-200006.alaska,['(false R (((X (! p2)) | (X p4)) | (X p3)))'],10
pltl-12-0-39-3-0-200006.alaska,['(false R (((X (! p7)) | (X p2)) | (X (! p4))))'],190
counterCarry19.alaska,"['(false R ((c | (N a)) | (((X (! c)) & ((N (! b)) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X b)))))))))))))))))))))) & ((N b) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (! b)))))))))))))))))))))))))', '(false R ((! c) | (((N b) | ((X (! c)) & (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X b)))))))))))))))))))))) & ((N (! b)) | ((X c) & (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (! b))))))))))))))))))))))))))', '(false R ((! a) | (((((((((((((((((((X (! a)) & (X (X (! a)))) & (X (X (X (! a))))) & (X (X (X (X (! a)))))) & (X (X (X (X (X (! a))))))) & (X (X (X (X (X (X (! a)))))))) & (X (X (X (X (X (X (X (! a))))))))) & (X (X (X (X (X (X (X (X (! a)))))))))) & (X (X (X (X (X (X (X (X (X (! a))))))))))) & (X (X (X (X (X (X (X (X (X (X (! a)))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (! a))))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (X (! a)))))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (X (X (! a))))))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (X (X (X (! a)))))))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (! a))))))))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (! a)))))))))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (! a))))))))))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (! a)))))))))))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X a))))))))))))))))))))))', '(X (X (X (X (X (X (X (X (X (X (X (! b))))))))))))']",81940
unsat201.txt,['(true U (false R (send & (X (! ack)))))'],0
lift_f_l_10.alaska
pltl-12-0-30-3-0-200005.alaska,['(false R (((X (! p7)) | (X (! p1))) | (X p4)))'],110
unsat211.txt,"['(false R ((! send) | ((! ack) U delivered)))', '(false R ((! ack) & ((! ack) U send)))', '(false R ((! delivered) | ((! send) U ack)))']",0
counterCarryLinear2.alaska,"['a', '(false R ((! a) | (X ((! a) & (X a)))))']",0
pltl-5-0-21-3-0-200001.alaska,['(false R (((X p5) | (X (! p2))) | (X p3)))'],20
pltl-12-0-90-3-0-200001.alaska,['(false R (((X (! p6)) | (X (! p1))) | (X (! p11))))'],1530
pltl-12-0-1-3-0-200002.alaska,['(false R (((X p2) | (X (! p1))) | (X (! p3))))'],0
pltl-12-0-47-3-0-200006.alaska,['(false R (((X p5) | (X (! p12))) | (X p2)))'],350
phltl_15_14.alaska,"['(false R ((! p10) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X p10))))))))))))))))', '(false R (true U p10))']",2520
pltl-12-0-66-3-0-200000.alaska
demo-v3_cl_8.alaska,"['(false R ((! req2) | (((X grant2) | (X (X grant2))) | (X (X (X grant2))))))', '(false R (true U req2))']",180
unsat32.txt,"['(true U ((m & (! p)) | (false R ((! m) & p))))', '(false R (p | ((! m) & (X l))))', '(false R ((! l) | (true U (! l))))', '(false R ((l | (! p)) | m))']",0
unsat178.txt,"['((go & ta) | (true U (cc & tc)))', '(false R ((! ta) | (! go)))', '(false R ((! tc) | (! cc)))']",0
pltl-12-0-40-3-0-200006.alaska,['(false R (((X p9) | (X (! p4))) | (X p11)))'],220
pltl-5-0-28-3-0-200002.alaska,"['(((r1 | p5) | p2) | p1)', '(false R ((! r5) | (X r1)))', '(((r1 | p4) | (! p5)) | p3)', '(false R ((! r4) | (X r5)))', '(((r1 | (! p3)) | p4) | p1)', '(false R ((! r1) | (X r2)))', '(((r1 | (! p5)) | (! p1)) | (! p4))', '(((r1 | p5) | p4) | (! p3))', '(false R ((! r3) | (X r4)))', '(((r1 | p5) | p2) | (! p1))', '(((r1 | (! p2)) | (! p4)) | (! p1))', '(false R ((! r2) | (X r3)))', '(((r1 | (! p2)) | p1) | p3)', '(((r1 | p3) | (! p2)) | (! p1))', '(((r1 | p2) | (! p3)) | (! p4))', '(((r1 | (! p4)) | (! p2)) | p1)', '(((r1 | p3) | (! p4)) | p1)', '(((r1 | (! p1)) | p4) | (! p5))']",1160
pltl-5-0-13-3-0-200001.alaska,['(false R (((X p5) | (X p3)) | (X p1)))'],10
pltl-12-0-1-3-0-200004.alaska,['(false R (((X (! p8)) | (X (! p11))) | (X (! p3))))'],0
pltl-12-0-72-3-0-200005.alaska
forobotsr1f0_GF_h1.alaska,"['(false R (((((((((((((((((((((! rob) | (! re)) | (! pr)) | (X l)) & ((((! rob) | (! re)) | pr) | (X re))) & (((! rob) | (! l)) | (X ra))) & (((((! rob) | (! ra)) | ps) | ff) | (X ra))) & ((((! rob) | (! ra)) | (! ps)) | (X h1))) & (((((! rob) | (! ra)) | ps) | (! ff)) | (X mf))) & (((((! rob) | (! mf)) | ps) | (! ff)) | (X (mf | g)))) & (((((! rob) | (! mf)) | ps) | ff) | (X s1))) & ((((! rob) | (! mf)) | (! ps)) | (X h1))) & ((((! rob) | (! s1)) | (! ps)) | (X h1))) & (((((! rob) | (! s1)) | ps) | (! ff)) | (X mf))) & ((((((! rob) | (! s1)) | ps) | pt) | ff) | (X s1))) & ((((((! rob) | (! s1)) | ps) | (! pt)) | ff) | (X ra))) & (((! rob) | (! h1)) | (X (h1 | re)))) & (((! rob) | (! g)) | (X mh))) & (((! rob) | (! mh)) | (X (mh | d)))) & (((! rob) | (! d)) | (X re))) & ((! rob) | (X rob))))', 'rob']",20
pltl-12-0-25-3-0-200007.alaska,['(false R (((X p10) | (X p6)) | (X p3)))'],60
pltl-12-0-24-3-0-200004.alaska,['(false R (((X (! p6)) | (X p3)) | (X (! p10))))'],80
pltl-5-0-1-3-0-200002.alaska,['(false R (((X p1) | (X p3)) | (X p2)))'],0
pltl-12-0-37-3-0-200003.alaska,['(false R (((X p1) | (X p12)) | (X (! p9))))'],160
spec_cl_13.alaska
counterLinear10.alaska,"['a', '(false R ((! a) | (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X a)))))))))))))))))))))']",160
pltl-5-0-5-3-0-200004.alaska,['(false R (((X p5) | (X p1)) | (X (! p2))))'],0
pltl-5-0-21-3-0-200000.alaska,['(false R (((X (! p5)) | (X p3)) | (X (! p2))))'],20
pltl-5-0-22-3-0-200008.alaska,['(false R (((X p2) | (X (! p3))) | (X (! p1))))'],20
pltl-12-0-5-3-0-200008.alaska,['(false R (((X p3) | (X (! p11))) | (X (! p4))))'],0
pltl-12-0-57-3-0-200003.alaska,['(false R (((X (! p2)) | (X (! p9))) | (X p3)))'],520
pltl-5-0-29-3-0-200003.alaska,"['(false R ((! r2) | (X r3)))', '(false R ((! r1) | (X r2)))', '(((r1 | p4) | p3) | p5)', '(((r1 | p5) | (! p1)) | (! p3))', '(false R ((! r5) | (X r1)))', '(((r1 | (! p2)) | p1) | p5)', '(((r1 | (! p1)) | (! p5)) | p2)', '(((r1 | p5) | p3) | (! p4))', '(((r1 | (! p1)) | (! p2)) | (! p4))', '(false R ((! r4) | (X r5)))', '(((r1 | p4) | (! p5)) | (! p3))', '(false R ((! r3) | (X r4)))', '(((r1 | p3) | p1) | (! p5))', '(((r1 | p3) | (! p5)) | p4)', '(((r1 | p1) | (! p4)) | (! p3))', '(((r1 | (! p3)) | p2) | p5)']",1060
unsat114.txt,"['(((m & (X p)) | (true U (h & (X (! p))))) | (true U ((p & (X p)) & (X (X h)))))', '(false R (((! p) | (N (! p))) | (X (X (! h)))))', '(false R ((! h) | (X p)))', '(false R ((! m) | (X (! p))))']",0
pltl-5-0-32-3-0-200001.alaska,['(false R (((X p2) | (X p3)) | (X p4)))'],70
unsat59.txt,"['(false R ((! call) | (true U open)))', '(true U (call & (false R (! open))))']",0
spec_cl_12.alaska
unsat47.txt,"['(true U (l & (false R ((((((l | (m & (! p))) | ((! m) & p)) | (((l & m) & p) & (X ((l | (m & (! p))) | ((! m) & p))))) | (((l & (! m)) & (! p)) & (X (((l & m) & p) & (X ((l | (m & (! p))) | ((! m) & p))))))) | (((l & (! m)) & (! p)) & (X (l & ((! m) | p))))) | (((l & m) & p) & (X (((l & (! m)) & (! p)) & (X (l & ((! m) | p))))))))))', '(false R (p | ((! m) & (X l))))', '(false R ((! l) | (true U (! l))))', '(false R ((l | (! p)) | m))']",0
